Term,DEEP_UND,STIM_INT,TECH_EFF,ACC_SUP,EFFORT,GRAD_STAND,RECC,RESP,FULL_NAME
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ACCT 8803
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4,ACCT 8811
Fall 2020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ACCT 8813
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ACCT 8813
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ACCT 8822
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,ACCT 8823
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ACCT 8823
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ACCT 8831
Fall 2020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ACCT 8832
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ACCT 8832
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ACCT 8832
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,ACCT 8833
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,ACCT 8833
Spr 2021,5.39,4.5,5.43,5.57,5.26,5.48,5.26,23,ACCT 2050H
Spr 2022,5.64,4.91,5.73,5.45,5.36,5.09,5.7,11,ACCT 2050H
Spr 2023,5.56,4.67,5.5,5.33,5.11,5.41,5.06,18,ACCT 2050H
Fall 2020,5.5,5.5,4.8,5.33,5.33,5.67,5.33,6,ACL 5211
Fall 2021,6.0,6.0,6.0,6.0,5.5,6.0,5.5,2,ACL 5211
Fall 2022,6.0,6.0,5.75,6.0,6.0,6.0,6.0,4,ACL 5211
Spr 2021,5.33,5.17,4.5,5.0,5.5,5.17,5.17,6,ACL 5221
Spr 2022,5.0,5.0,2.0,4.0,3.0,1.0,4.0,1,ACL 5221
Spr 2023,5.33,4.67,5.0,4.67,5.33,4.67,5.0,3,ACL 5221
Spr 2022,4.75,4.88,5.13,5.0,5.5,5.38,5.13,8,ACL 5231
Spr 2021,5.57,5.71,5.43,5.57,5.57,5.71,5.71,7,ACL 5240
Fall 2020,4.5,5.0,3.5,4.0,3.75,4.5,4.5,4,ACL 5251
Sum 2022,4.5,5.0,3.0,5.0,5.5,4.5,4.5,2,ACL 5251
Sum 2021,5.2,5.2,4.6,5.2,4.4,4.4,5.2,5,ACL 5261
Fall 2021,4.25,3.0,4.0,3.5,4.75,4.25,3.0,4,ACL 6001
Fall 2022,5.5,5.5,4.5,5.25,5.75,5.0,5.0,4,ACL 6001
Fall 2021,5.25,5.13,5.14,5.5,5.5,5.13,5.13,8,ACL 8201
Fall 2021,5.5,4.5,3.5,5.0,2.5,5.0,5.0,2,ACL 8202
Fall 2020,5.69,5.54,5.46,5.38,5.08,5.31,5.54,13,ADDS 5011
Spr 2021,5.29,5.43,5.0,4.43,4.29,4.57,5.0,7,ADDS 5011
Fall 2021,5.07,4.93,4.6,4.33,4.13,4.53,4.47,15,ADDS 5011
Spr 2022,4.78,4.44,5.38,4.25,4.0,4.67,4.44,9,ADDS 5011
Fall 2022,5.5,5.38,5.38,4.75,4.88,5.13,5.0,8,ADDS 5011
Spr 2023,4.71,5.0,5.0,4.14,2.57,4.14,3.29,7,ADDS 5011
Fall 2020,4.86,4.5,4.38,5.25,4.0,3.88,3.75,8,ADDS 5021
Spr 2021,4.0,5.0,6.0,3.0,1.0,1.0,1.0,1,ADDS 5021
Fall 2021,5.46,5.23,5.0,5.38,5.08,4.85,5.31,13,ADDS 5021
Spr 2022,5.71,5.29,5.33,4.71,4.5,4.57,4.86,7,ADDS 5021
Fall 2022,4.78,4.89,4.22,5.11,4.67,3.78,3.89,9,ADDS 5021
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ADDS 5021
Spr 2021,5.0,4.82,5.45,5.18,5.27,5.73,5.3,11,ADDS 5031
Sum 2021,5.73,5.82,5.55,5.55,5.91,5.91,5.91,11,ADDS 5031
Spr 2022,4.8,5.4,5.6,4.6,5.8,5.8,5.8,5,ADDS 5031
Sum 2022,5.14,5.43,5.57,4.43,6.0,5.86,5.57,7,ADDS 5031
Spr 2023,5.67,5.67,5.83,5.67,5.67,6.0,5.83,6,ADDS 5031
Sum 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4,ADDS 5031
Spr 2021,4.86,4.57,5.0,4.0,4.86,5.43,4.71,7,ADDS 5041
Sum 2021,5.75,5.75,5.5,5.75,5.75,5.75,5.75,4,ADDS 5041
Fall 2021,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ADDS 5041
Spr 2022,4.86,4.86,4.71,4.86,5.14,5.43,4.86,7,ADDS 5041
Sum 2022,5.78,5.89,5.89,6.0,5.89,6.0,5.89,9,ADDS 5041
Spr 2023,6.0,6.0,5.88,6.0,5.88,6.0,6.0,8,ADDS 5041
Sum 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ADDS 5041
Spr 2021,5.29,4.86,5.29,4.14,5.57,5.57,4.86,7,ADDS 5051
Sum 2021,5.2,5.4,5.4,5.4,5.4,5.4,5.4,5,ADDS 5051
Spr 2022,5.78,5.78,5.78,5.78,5.67,5.78,5.78,9,ADDS 5051
Sum 2022,5.88,5.88,5.75,5.88,5.88,5.75,5.88,8,ADDS 5051
Spr 2023,6.0,5.6,5.83,6.0,6.0,6.0,6.0,6,ADDS 5051
Sum 2023,6.0,5.57,6.0,6.0,6.0,6.0,6.0,7,ADDS 5051
Fall 2020,6.0,5.5,6.0,6.0,6.0,6.0,6.0,2,ADDS 5061
Spr 2021,5.83,5.83,5.83,6.0,5.83,5.83,5.83,6,ADDS 5061
Sum 2021,6.0,6.0,5.8,6.0,6.0,6.0,6.0,5,ADDS 5061
Fall 2021,5.9,5.8,5.9,5.8,5.9,5.7,5.8,10,ADDS 5061
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,ADDS 5061
Sum 2022,5.8,5.6,5.8,5.8,5.8,5.8,5.8,5,ADDS 5061
Fall 2022,5.6,5.2,5.8,5.6,5.0,5.8,5.4,5,ADDS 5061
Spr 2023,5.5,5.5,6.0,5.5,5.0,5.5,5.5,2,ADDS 5061
Sum 2023,6.0,5.75,6.0,6.0,5.75,6.0,6.0,4,ADDS 5061
Fall 2020,5.6,5.5,5.7,5.4,5.5,5.7,5.5,10,ADDS 5071
Spr 2021,5.67,5.67,5.4,5.33,5.33,5.5,5.67,6,ADDS 5071
Sum 2021,5.5,5.17,5.5,5.17,4.67,5.17,5.17,6,ADDS 5071
Fall 2021,5.22,5.2,5.4,4.7,4.1,5.2,4.9,10,ADDS 5071
Spr 2022,4.71,4.57,5.5,4.2,4.0,5.29,4.83,7,ADDS 5071
Sum 2022,4.5,4.5,5.0,3.5,4.25,4.75,3.0,4,ADDS 5071
Fall 2022,5.57,5.57,5.57,5.43,5.43,5.57,5.71,7,ADDS 5071
Spr 2023,5.5,5.5,5.5,5.0,3.5,4.5,4.5,2,ADDS 5071
Sum 2023,3.67,3.0,4.0,3.67,4.0,3.33,2.67,3,ADDS 5071
Fall 2020,5.5,5.5,5.17,5.67,6.0,6.0,5.67,6,ADDS 5081
Spr 2021,5.7,5.5,5.5,5.6,5.7,5.7,5.78,10,ADDS 5081
Fall 2021,5.91,6.0,6.0,5.92,6.0,6.0,6.0,12,ADDS 5081
Spr 2022,5.89,5.89,5.78,5.89,5.89,5.89,6.0,9,ADDS 5081
Fall 2022,5.88,5.88,5.88,5.88,5.88,5.88,5.88,8,ADDS 5081
Spr 2023,6.0,6.0,5.75,6.0,5.75,5.75,6.0,4,ADDS 5081
Fall 2020,4.33,4.0,4.67,4.33,3.5,3.67,4.0,6,ADDS 5091
Sum 2021,5.36,5.0,4.73,5.27,5.0,5.0,4.82,11,ADDS 5091
Fall 2021,6.0,5.8,6.0,6.0,5.8,5.6,5.8,5,ADDS 5091
Spr 2022,6.0,6.0,6.0,6.0,5.5,5.5,6.0,2,ADDS 5091
Sum 2022,4.33,3.56,4.89,4.22,3.22,4.33,4.25,9,ADDS 5091
Fall 2022,5.8,5.0,5.6,5.4,5.0,5.2,5.6,5,ADDS 5091
Spr 2023,6.0,5.0,5.33,5.67,5.67,5.67,4.33,3,ADDS 5091
Sum 2023,5.5,5.4,5.8,5.6,4.8,5.4,5.2,5,ADDS 5091
Fall 2020,4.75,5.25,4.75,5.5,4.75,5.25,5.5,4,ADDS 5121
Sum 2021,3.67,3.8,4.83,3.38,5.15,4.46,3.67,13,ADDS 5121
Fall 2021,5.33,4.33,5.0,4.67,5.67,5.33,4.33,3,ADDS 5121
Spr 2022,4.5,4.25,4.5,4.25,5.25,3.75,4.25,4,ADDS 5121
Sum 2022,4.0,3.6,3.75,3.83,5.33,4.17,3.33,6,ADDS 5121
Fall 2022,4.5,4.0,4.0,4.5,5.0,5.0,3.5,2,ADDS 5121
Spr 2023,5.0,5.5,3.33,5.0,5.25,5.25,5.5,4,ADDS 5121
Fall 2020,5.63,5.44,5.69,5.75,5.88,5.63,5.69,16,ADED 3101
Spr 2021,5.5,5.42,5.75,5.75,5.83,5.83,5.75,12,ADED 3101
Fall 2021,5.89,5.56,5.78,5.56,5.89,5.78,5.67,9,ADED 3101
Spr 2022,5.64,5.57,5.69,5.64,5.86,5.93,5.86,14,ADED 3101
Fall 2022,5.71,5.79,5.71,5.86,5.86,5.86,5.71,14,ADED 3101
Spr 2023,5.55,5.27,5.73,5.73,5.82,5.82,5.82,11,ADED 3101
Fall 2020,5.55,5.45,5.55,5.45,5.73,5.45,5.55,11,ADED 5101
Spr 2021,5.0,5.0,4.67,4.83,5.5,5.67,5.17,6,ADED 5101
Sum 2021,4.67,4.5,4.67,4.5,5.17,5.17,4.67,6,ADED 5101
Fall 2021,5.0,4.8,6.0,5.2,5.2,5.6,5.0,5,ADED 5101
Spr 2022,5.67,5.67,5.17,5.83,5.83,6.0,6.0,6,ADED 5101
Fall 2022,5.33,5.33,5.0,5.17,5.0,5.83,5.5,6,ADED 5101
Spr 2023,4.75,4.63,4.0,4.63,5.0,4.63,4.5,8,ADED 5101
Sum 2023,6.0,5.5,5.5,6.0,5.0,5.5,5.5,2,ADED 5101
Spr 2021,5.75,5.25,5.63,5.5,5.13,5.88,5.25,8,ADED 5103
Spr 2022,5.86,5.71,5.86,6.0,5.71,5.43,6.0,7,ADED 5103
Spr 2023,4.5,4.5,3.67,4.5,5.5,5.75,4.75,4,ADED 5103
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,ADED 5196
Spr 2022,6.0,6.0,,6.0,6.0,6.0,6.0,1,ADED 5196
Fall 2020,5.67,6.0,5.0,6.0,5.33,5.67,5.67,3,ADES 1221
Fall 2021,5.75,5.25,5.75,5.5,4.75,5.0,5.0,4,ADES 1221
Fall 2022,5.55,5.45,5.05,5.36,4.95,5.23,5.32,22,ADES 1221
Spr 2021,6.0,5.0,5.5,5.5,5.0,6.0,5.5,2,ADES 2211
Spr 2022,5.5,5.5,6.0,5.5,5.75,5.25,5.0,4,ADES 2211
Spr 2023,5.57,5.5,5.43,5.48,5.33,5.05,5.24,21,ADES 2211
Fall 2020,4.84,4.22,4.44,4.26,4.59,4.56,4.1,102,ADES 2213
Fall 2021,4.9,4.53,4.49,4.42,4.6,4.98,4.35,50,ADES 2213
Fall 2022,4.84,4.4,4.67,4.28,4.57,4.95,4.32,75,ADES 2213
Spr 2021,5.14,4.93,5.14,5.07,5.07,4.71,4.79,14,ADES 2214
Spr 2022,4.5,4.38,3.75,4.25,4.63,4.13,3.88,8,ADES 2214
Spr 2023,5.67,5.67,5.67,5.67,5.67,5.33,5.67,3,ADES 2214
Spr 2021,6.0,5.63,5.25,5.88,5.0,5.13,5.5,8,ADES 2221
Spr 2022,5.18,5.0,4.23,4.68,4.5,4.68,4.41,22,ADES 2221
Spr 2023,5.5,5.16,4.87,5.22,5.13,4.63,5.34,32,ADES 2221
Fall 2020,5.38,5.38,4.0,5.0,4.63,4.0,5.13,8,ADES 2222
Fall 2021,4.0,3.5,2.33,4.0,3.5,2.33,3.17,6,ADES 2222
Fall 2022,4.71,4.86,4.0,5.0,4.86,4.57,4.86,7,ADES 2222
Spr 2023,6.0,6.0,5.67,6.0,6.0,6.0,6.0,3,ADES 3196
Fall 2020,3.97,4.21,2.5,3.97,4.15,3.26,3.36,39,ADES 3217
Fall 2021,4.0,3.75,3.0,3.7,3.9,2.85,3.1,20,ADES 3217
Fall 2022,4.66,4.56,4.55,4.31,4.69,4.53,4.52,59,ADES 3217
Spr 2021,5.67,5.67,5.5,5.5,5.5,5.33,5.67,6,ADES 3223
Spr 2022,5.17,5.17,5.33,5.0,5.67,4.5,5.0,6,ADES 3223
Spr 2023,5.69,5.77,5.77,5.85,5.85,5.92,5.85,13,ADES 3223
Spr 2021,5.33,4.67,5.33,5.0,5.0,5.0,5.0,3,ADES 3224
Spr 2022,5.5,5.5,5.25,5.25,5.0,4.25,4.75,4,ADES 3224
Spr 2023,5.0,3.75,5.25,5.0,4.25,4.0,4.0,4,ADES 3224
Spr 2021,4.6,5.4,5.25,5.2,5.4,5.0,5.4,5,ADES 3225
Spr 2022,4.9,5.0,5.1,5.0,5.2,5.0,5.3,10,ADES 3225
Spr 2023,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2,ADES 3225
Fall 2020,5.22,4.9,5.0,5.2,5.0,4.2,5.1,10,ADES 3227
Fall 2021,5.0,5.0,6.0,5.0,,5.0,6.0,1,ADES 3227
Fall 2022,5.83,5.83,5.83,6.0,5.33,5.17,5.67,6,ADES 3227
Spr 2021,5.63,5.55,5.25,5.4,5.33,5.4,5.51,55,ADES 4121
Spr 2022,5.63,5.48,5.52,5.4,5.0,5.61,5.45,73,ADES 4121
Spr 2023,5.14,4.86,4.73,4.77,4.44,4.7,4.67,63,ADES 4121
Spr 2021,3.0,3.5,3.38,2.88,3.5,2.88,2.63,8,ADES 4215
Spr 2022,5.8,6.0,5.6,5.6,4.6,4.2,5.2,5,ADES 4215
Spr 2023,4.0,3.5,5.0,4.25,4.75,3.25,3.0,4,ADES 4215
Fall 2020,4.5,4.8,4.4,4.8,4.4,4.5,4.6,6,ADES 4225
Fall 2021,5.17,5.43,5.5,5.5,5.14,5.14,5.5,7,ADES 4225
Fall 2022,5.31,5.44,4.88,5.13,4.81,4.19,5.06,16,ADES 4225
Spr 2021,4.96,4.68,4.79,4.86,4.71,5.07,4.71,28,ADES 4218W
Spr 2022,5.13,4.75,5.46,4.88,4.96,5.13,4.96,24,ADES 4218W
Fall 2022,5.15,4.77,5.08,4.81,4.92,4.8,4.65,26,ADES 4218W
Spr 2021,5.75,5.5,5.63,5.88,6.0,6.0,5.88,8,AECM 3434
Spr 2023,5.67,5.34,5.63,5.54,5.77,5.76,5.63,30,AECM 3434
Spr 2022,5.61,5.29,5.43,5.43,5.18,4.89,5.11,28,AECM 3444
Fall 2020,5.57,5.14,5.43,5.57,5.0,5.43,5.57,7,AECM 3452
Fall 2021,5.88,5.75,6.0,6.0,5.88,6.0,5.88,8,AECM 3452
Fall 2022,5.89,5.89,5.67,5.78,5.44,5.78,5.78,9,AECM 3452
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5,AECM 3462
Spr 2022,6.0,6.0,6.0,6.0,5.89,5.89,6.0,9,AECM 3462
Spr 2023,6.0,6.0,6.0,6.0,5.83,6.0,6.0,6,AECM 3462
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,AECM 4432
Spr 2022,5.57,5.71,6.0,5.71,5.71,5.71,5.86,7,AECM 4432
Spr 2023,5.67,5.33,5.67,5.67,5.33,5.33,5.33,3,AECM 4432
Fall 2020,5.4,5.2,5.6,5.2,4.8,4.8,4.75,5,AECM 4444
Fall 2021,5.8,5.8,5.8,5.8,5.8,5.0,5.8,5,AECM 4444
Fall 2022,5.37,5.32,5.11,5.37,5.11,3.95,5.0,19,AECM 4444
Fall 2020,5.0,5.0,5.0,4.0,3.0,5.0,5.0,1,AECM 4452
Fall 2022,5.5,5.5,6.0,6.0,6.0,6.0,6.0,2,AECM 4452
Fall 2020,4.6,4.6,5.2,4.8,5.0,5.0,4.8,5,AECM 5110
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AECM 5110
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AECM 5110
Fall 2020,6.0,5.5,5.5,5.5,4.5,5.5,5.0,2,AECM 5135
Fall 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,AECM 5135
Fall 2020,5.0,5.0,5.0,5.0,5.0,5.5,5.5,2,AECM 5145
Fall 2021,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1,AECM 5145
Spr 2021,5.0,5.5,5.0,5.0,5.5,5.0,5.0,2,AECM 5155
Fall 2020,5.0,6.0,6.0,6.0,6.0,4.0,6.0,1,AECM 5280
Spr 2021,5.67,6.0,6.0,5.33,5.33,4.33,5.33,3,AECM 5698
Spr 2023,6.0,6.0,4.0,5.0,5.0,5.0,6.0,1,AECM 5698
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AECM 5125W
Spr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,AECM 5125W
Spr 2023,4.0,4.0,5.0,3.0,4.0,2.0,4.0,1,AECM 5125W
Fall 2020,5.19,4.56,5.06,5.31,3.81,4.94,4.88,16,AEM 1301
Fall 2021,5.47,4.83,4.83,5.0,4.22,4.67,4.78,18,AEM 1301
Spr 2021,5.33,5.33,5.0,5.33,4.67,5.0,5.33,3,AEM 1303
Spr 2022,4.67,4.33,4.33,4.67,4.0,2.33,3.67,3,AEM 1303
Fall 2022,5.73,5.13,5.27,5.47,3.93,5.13,4.87,16,AEM 1305
Fall 2020,5.53,5.09,5.21,5.22,5.36,5.4,5.34,91,AEM 2011
Spr 2021,4.93,4.19,4.96,4.67,4.63,4.59,4.74,27,AEM 2011
Fall 2021,5.32,4.7,4.26,4.78,4.47,4.83,4.64,82,AEM 2011
Spr 2022,5.61,5.33,5.44,5.47,4.94,5.5,5.44,18,AEM 2011
Fall 2022,5.43,4.88,4.53,5.06,4.81,5.04,4.87,83,AEM 2011
Spr 2023,5.41,5.03,5.0,5.2,5.28,5.19,5.13,32,AEM 2011
Fall 2020,5.67,4.83,5.5,5.33,5.17,5.0,5.17,6,AEM 2012
Spr 2021,5.74,5.51,5.69,5.64,5.36,5.49,5.66,39,AEM 2012
Fall 2021,5.7,5.49,5.24,5.53,5.65,5.62,5.62,37,AEM 2012
Spr 2022,5.72,5.54,5.56,5.56,5.33,5.3,5.54,46,AEM 2012
Fall 2022,5.91,5.38,5.44,5.66,5.72,5.75,5.78,32,AEM 2012
Spr 2023,5.8,5.55,5.43,5.57,5.6,5.6,5.67,60,AEM 2012
Fall 2020,4.62,4.21,3.27,4.15,4.58,4.79,4.28,72,AEM 2021
Spr 2021,4.43,4.09,4.22,4.45,4.57,4.57,4.23,23,AEM 2021
Fall 2021,4.3,3.34,2.86,3.67,4.01,4.42,3.62,71,AEM 2021
Spr 2022,4.83,4.33,4.5,4.58,4.67,5.08,4.25,12,AEM 2021
Fall 2022,5.26,4.5,3.86,4.59,5.0,5.18,4.68,57,AEM 2021
Spr 2023,4.61,3.65,3.46,3.8,3.97,3.84,3.78,37,AEM 2021
Spr 2021,5.17,4.67,4.53,5.13,5.39,5.17,4.94,19,AEM 2031
Spr 2022,5.3,4.37,4.5,4.93,4.48,5.11,4.44,27,AEM 2031
Spr 2023,5.46,4.62,4.77,5.77,4.31,5.46,5.08,13,AEM 2031
Spr 2021,5.22,5.03,4.46,4.59,4.89,4.95,4.81,37,AEM 2301
Spr 2022,5.7,5.58,5.22,5.31,5.22,5.38,5.59,74,AEM 2301
Spr 2023,5.18,4.97,4.49,4.79,4.76,4.93,4.82,73,AEM 2301
Fall 2020,5.37,4.95,5.07,5.21,5.44,5.15,5.17,41,AEM 3031
Spr 2021,4.91,4.31,3.71,4.58,4.57,4.73,4.54,122,AEM 3031
Sum 2021,5.75,5.5,4.75,5.25,5.5,5.25,5.5,4,AEM 3031
Fall 2021,5.77,5.27,5.16,5.51,5.63,5.38,5.79,52,AEM 3031
Spr 2022,5.16,4.34,4.08,4.65,5.1,4.94,4.47,77,AEM 3031
Fall 2022,5.71,5.26,5.13,5.51,5.55,5.29,5.41,97,AEM 3031
Spr 2023,5.53,5.09,5.01,5.33,5.64,5.54,5.49,126,AEM 3031
Fall 2020,5.19,5.03,5.23,5.1,4.81,5.06,4.97,31,AEM 3101
Fall 2021,5.41,5.15,5.49,5.29,4.84,5.0,5.15,68,AEM 3101
Fall 2022,5.21,4.69,5.21,5.08,5.15,5.26,5.05,39,AEM 3101
Spr 2023,5.53,5.28,5.47,5.38,5.38,5.33,5.32,64,AEM 3101
Fall 2020,5.25,4.97,5.0,4.85,4.64,5.06,4.88,33,AEM 4201
Fall 2021,5.51,5.22,4.97,5.32,4.51,5.05,5.03,37,AEM 4201
Fall 2022,5.52,5.3,5.19,5.31,4.85,5.2,5.18,67,AEM 4201
Spr 2021,5.76,5.64,5.68,5.6,5.4,5.36,5.72,25,AEM 4202
Spr 2022,5.81,5.63,5.29,5.45,5.65,5.45,5.67,31,AEM 4202
Spr 2023,5.46,5.06,4.86,5.03,5.2,5.06,5.14,35,AEM 4202
Spr 2021,5.31,5.0,5.12,4.88,4.51,4.62,4.89,37,AEM 4203
Spr 2022,4.91,4.59,4.53,4.43,4.23,4.82,4.47,44,AEM 4203
Spr 2023,5.58,5.25,5.21,5.23,5.0,5.26,5.31,40,AEM 4203
Spr 2022,5.0,4.91,4.36,4.64,4.36,4.18,4.55,11,AEM 4247
Fall 2020,6.0,6.0,5.67,5.67,5.67,6.0,5.33,3,AEM 4253
Fall 2021,5.5,5.22,5.25,5.11,4.22,4.78,5.33,9,AEM 4253
Fall 2022,4.38,3.63,4.4,4.13,3.44,4.31,3.5,16,AEM 4253
Spr 2021,5.61,5.36,5.15,5.21,5.14,5.18,5.14,28,AEM 4301
Spr 2022,4.82,4.21,4.5,4.15,2.55,4.18,3.58,33,AEM 4301
Spr 2023,5.11,4.73,4.93,5.01,4.99,5.17,4.94,71,AEM 4301
Spr 2021,5.69,5.69,5.73,5.73,5.81,5.81,5.75,16,AEM 4302
Spr 2022,5.92,5.92,5.75,5.82,5.67,5.58,5.83,12,AEM 4302
Spr 2023,5.85,5.79,5.68,5.63,5.53,5.45,5.7,20,AEM 4302
Fall 2020,5.29,4.43,4.86,4.57,4.57,4.57,4.29,7,AEM 4321
Fall 2021,5.14,5.0,5.0,5.14,4.14,4.86,4.86,7,AEM 4321
Fall 2022,5.25,5.19,5.31,5.38,5.63,5.38,5.31,16,AEM 4321
Fall 2020,5.27,5.05,5.0,5.14,4.77,4.36,5.29,23,AEM 4331
Fall 2021,5.31,5.18,5.21,5.09,5.12,4.85,5.3,33,AEM 4331
Fall 2022,5.24,4.96,5.2,5.0,5.15,5.02,5.32,55,AEM 4331
Spr 2021,5.3,5.18,4.5,5.45,5.0,4.36,5.27,11,AEM 4333
Spr 2022,5.27,5.46,5.06,5.45,5.23,4.58,5.27,26,AEM 4333
Spr 2023,5.29,5.62,5.0,5.5,5.43,4.5,5.57,14,AEM 4333
Spr 2021,5.31,5.44,4.94,5.44,4.31,4.25,5.19,16,AEM 4490
Spr 2021,5.36,4.54,5.26,5.0,4.52,4.86,4.71,28,AEM 4501
Spr 2022,5.24,4.89,5.24,5.16,5.11,5.31,5.06,37,AEM 4501
Spr 2023,5.43,5.25,5.43,5.3,4.8,5.35,5.3,40,AEM 4501
Fall 2020,5.73,5.36,5.45,5.73,5.82,5.82,5.73,11,AEM 4502
Fall 2022,5.6,5.56,5.22,5.56,5.33,5.44,5.67,10,AEM 4502
Spr 2021,5.39,4.94,5.0,5.31,5.55,5.29,5.23,31,AEM 4511
Spr 2022,4.93,4.43,4.73,4.87,5.4,5.13,4.77,30,AEM 4511
Spr 2023,5.11,4.69,5.21,5.03,5.66,5.31,5.03,35,AEM 4511
Fall 2021,5.67,5.5,4.8,5.33,5.5,4.17,5.5,6,AEM 4581
Spr 2021,4.95,4.59,4.86,4.91,5.32,5.18,5.09,22,AEM 4601
Spr 2022,5.13,4.67,5.1,5.45,5.29,5.2,5.19,31,AEM 4601
Spr 2023,5.15,4.62,5.06,5.09,5.21,5.29,4.76,34,AEM 4601
Spr 2022,5.67,5.89,4.22,5.67,5.44,5.33,5.78,9,AEM 5247
Fall 2020,5.83,5.5,5.5,5.67,5.17,5.33,5.67,6,AEM 5253
Fall 2021,5.67,5.17,5.0,5.5,4.83,4.17,5.0,6,AEM 5253
Fall 2022,5.36,5.08,5.15,5.07,4.5,4.69,5.07,14,AEM 5253
Fall 2020,3.0,2.5,4.0,3.25,3.5,4.0,2.5,4,AEM 5321
Fall 2021,3.33,2.33,3.33,4.33,2.67,3.33,2.33,3,AEM 5321
Fall 2022,5.47,5.33,5.46,5.4,5.2,5.4,5.6,16,AEM 5321
Fall 2020,5.33,4.87,5.23,5.33,5.13,5.5,5.33,16,AEM 5401
Fall 2021,5.46,5.0,5.69,5.83,5.36,5.86,5.36,14,AEM 5401
Fall 2022,5.67,5.5,5.64,5.64,5.54,5.54,5.57,15,AEM 5401
Fall 2020,5.33,5.0,4.6,5.17,5.17,4.83,5.33,6,AEM 5451
Fall 2021,5.58,5.54,5.5,5.67,5.33,5.17,5.67,13,AEM 5451
Fall 2022,5.0,4.7,4.9,5.0,4.5,5.0,4.4,11,AEM 5451
Fall 2020,5.14,4.71,5.0,5.14,5.0,4.86,4.71,7,AEM 5501
Fall 2021,5.88,5.75,5.25,5.75,5.5,5.38,5.63,8,AEM 5501
Fall 2022,5.0,5.22,4.83,4.89,5.0,5.33,5.0,9,AEM 5501
Fall 2021,6.0,6.0,6.0,4.0,6.0,4.0,6.0,1,AEM 5581
Fall 2020,5.63,5.5,5.38,5.63,5.88,5.75,5.63,9,AEM 8000
Fall 2021,5.75,5.69,5.5,5.69,5.69,5.67,5.43,14,AEM 8000
Spr 2022,5.0,5.33,5.6,5.6,5.25,5.6,5.67,6,AEM 8000
Fall 2022,5.0,4.92,5.64,5.1,5.56,5.7,5.0,14,AEM 8000
Spr 2023,5.6,5.5,5.69,5.53,5.76,5.75,5.4,17,AEM 8000
Fall 2020,6.0,5.5,5.5,6.0,5.5,5.5,5.5,2,AEM 8201
Fall 2021,5.57,5.43,5.86,5.83,5.86,5.71,5.43,7,AEM 8201
Fall 2022,5.1,4.9,5.33,5.1,5.5,4.7,5.2,10,AEM 8201
Spr 2021,5.0,5.33,5.0,4.67,5.33,3.67,4.67,3,AEM 8202
Spr 2022,6.0,5.33,6.0,6.0,6.0,6.0,5.33,3,AEM 8202
Spr 2023,5.89,5.78,5.44,5.67,5.44,5.0,5.67,10,AEM 8202
Spr 2022,5.75,5.5,5.5,5.5,5.75,4.75,5.75,4,AEM 8203
Spr 2021,4.8,4.2,4.7,3.89,4.3,4.0,4.1,10,AEM 8207
Spr 2023,5.25,5.13,5.71,5.71,4.75,5.38,4.88,8,AEM 8207
Fall 2021,5.75,5.6,5.31,5.69,5.73,5.53,5.88,16,AEM 8211
Fall 2020,6.0,4.0,6.0,6.0,6.0,6.0,6.0,1,AEM 8231
Fall 2021,6.0,5.67,5.67,5.67,5.67,5.67,5.67,3,AEM 8231
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AEM 8231
Fall 2020,6.0,6.0,5.4,5.8,5.6,5.6,5.8,5,AEM 8251
